名字,开放时间,评分,建议游玩时间,门票,来源城市
"莲花山公园Lianhuashan Park",6:30-23:00,4.7,2,0,深圳
"深圳湾公园Shenzhen Bay Park",06:00-23:00,4.6,3.5,7,深圳
"东部华侨城茶溪谷Eastern Huaqiao Cheng Tea Valley",09:00-17:00,4.1,12,180,深圳
"七娘山Qiniang Mountain",9:00-18:00,4.7,3,68,深圳
"海上田园Waterland Resort",10:00-18:00,3.9,4.5,54,深圳
"观澜山水田园文化园Mission Pastoral Tourism and Culture Park",10:00-1:00,4,72,39.9,深圳
"古龙峡Gulong Gorge",13:00-15:00,4.2,12,35,清远
"英西峰林走廊Yingxi Fenglin Corridor",08:00-17:30,3.9,5,30,清远
"峰林晓镇Jiulong Town",8:30-18:00,4.1,12,60,清远
"千年瑶寨Millennium Yaozhai",09:00-17:30,4.7,108,100,清远
"黄腾峡天门悬廊Huangteng Gorge Tianmen Hanging Corridor",08:30-22:30,4.3,1.5,75,清远
"美林湖摩天轮Merrill Lake Ferris Wheel",10:00-22:00,4.1,0.75,158,清远
"美林湖温泉Mayland Resort Hotel",09:00-00:00,4.7,2.5,118,清远
"清远天子山瀑布Qingyuan Tianzishan Waterfall",8:00-17:30,4.3,3.5,48,清远
"广东第一峰Shaoguan Guangdong First Peak",7:30-16:30,4,72,44.86,清远
"连州地下河Lianzhou Underground River",8:30-17:00,4.6,1.75,106,清远
"牛鱼嘴风景区Niuyuzui Primitive Ecological Scenic Area",8:30-18:00,3.8,12,67.1,清远
"太和古洞Taihe Ancient Cave",7:00-17:00,4.4,1,6,清远
"清远宝晶宫国际旅游度假区Baojing Palace",08:30-18:00,4.6,2.5,75,清远
"湟川三峡Huangchuan River Three Gorges",09:00-17:00,4.2,1.5,43,清远
"故乡里民俗文化村Guxiangli Theme Park",9:00-17:00,4.4,2.5,57.3,清远
"雁荡山Yandang Mountain",06:30-18:00,4.6,180,50,温州
"楠溪江风景旅游区Nanxi River Scenic Area",08:00-17:00,4.6,108,45,温州
"江心屿Jiangxin Island",8:00-22:00,4.5,3.5,10,温州
"丽水古街Lishui Ancient Street",08:30-17:30,4.3,1.5,13.5,温州
"刘伯温故里百丈漈景区Liu Bowen's Hometown Baizhangji Scenic Area",8:00-15:30,4.8,2.5,54.6,温州
"大沙岙Dashaao",8:00-17:00,4,4,50,温州
"大龙湫景区Dalongqiu Scenic Area",07:00-17:00,4.4,2,50,温州
"芙蓉古村Furong Ancient Village",8:00-17:00,3.9,2.5,18,温州
"合掌峰Hezhang Peak",07:00-22:00,4.7,2,40,温州
"温州极地海洋世界Wenzhou Jidi Haiyang World",09:00-17:00,4.4,2.5,160,温州
"方洞景区Fangdong",06:30-18:00,4.5,2.5,40,温州
"永嘉书院Yongjia College",8:00-17:30,4.5,1,44,温州
"灵峰景区Lingfeng Scenic Area",8:00-17:30,4.3,2.5,45,温州
"灵岩",06:00-20:00,4.5,3,50,温州
"石桅岩Shiwei Rock",08:00-17:00,4.6,2.5,45,温州
"仙叠岩Xiandie Rock",8:00-17:00,4.4,3.5,45,温州
"显胜门",8:00-18:00,3.9,1.5,15,温州
"龙湾潭国家森林公园Longwantan National Forest Park",8:00-17:00,4.6,3.5,55,温州
"小龙湫Xiaolongqiu",6:00-17:00,4.5,12,50,温州
"玉苍山森林公园Yucang Mountain Forest Park",9:00-16:30,4.3,12,55,温州
"温州动物园Wenzhou Zoo",8:30-17:30,4.6,2.5,30,温州
"半屏山Mount Banping",8:00-17:00,4.4,2.5,15,温州
"梅雨瀑Meiyu Waterfall",8:00-20:00,4,1.5,15,温州
"渔寮风景区Yuliao Scenic Area",8:00-17:00,4.3,144,38,温州
"中雁荡山Mid Yandang Mountain",8:30-17:00,4.4,5,10,温州
"炎亭景区Yanting Sceneic Area",9:00-16:00,4.1,2.5,19,温州
"仙岩Xianyan",8:00-17:00,4.6,3.5,10,温州
"乌岩岭Wuyanling Nature Reserve",8:00-16:30,4.5,3.5,45,温州
"华山Mount Hua",08:00-16:00,4.7,108,160,渭南
"西峰Xifeng",7:00-19:00,4.7,1.5,180,渭南
"华山西峰索道Huashan West Trail Road",08:00-18:00,4.7,0.4,498,渭南
"西岳庙Xiyue Temple",08:00-17:00,4.7,1,15,渭南
"司马迁祠景区Sima Qian Ancestral Hall",8:00-18:00,4.5,2.5,39.9,渭南
"处女泉Virgin Spring",08:30-18:00,4.4,1,44.5,渭南
"大禹庙Dayu Temple",8:00-17:00,4,1,20,渭南
"南浔古镇Nanxun Ancient Town",08:00-17:30,4.6,12,10,湖州
"云上草原Cloud Grassland",09:00-17:00,4.6,108,317,湖州
"原乡小镇Yuanxiangxiaozhen Sceneic Area",9:00-17:00,3.7,4,59.9,湖州
"莫干山风景名胜区Moganshan",8:30-16:30,4.3,108,70,湖州
"藏龙百瀑Hidden Dragon Waterfall",08:00-16:30,4.5,4,60,湖州
"中南百草原Zhongnan Baicao Garden",07:30-17:30,4.7,108,460,湖州
"江南天池Jiangnan Tianchi (Tianhuangping pumped storage power station)",9:00-17:00,4.2,12,70,湖州
"小莲庄Xiaolianzhuang",8:00-17:30,4.6,1.5,10,湖州
"安吉竹博园Anji Bamboo Expo Park",08:00-16:30,4.2,4,69,湖州
"新市古镇Xinshi Ancient Town",08:30-16:30,4.4,2,40,湖州
"浙北大峡谷Zhebei Grand Canyon",8:00-16:00,4.3,3,90,湖州
"铁佛寺Tiefosi",7:00-17:00,4.6,1.5,0,湖州
"图影生态湿地文化园Tuying Ecological Wetland Cultural Park",8:30-15:30,4.3,2.5,80,湖州
"龙王山",7:30-18:00,4.3,24,70,湖州
"九龙峡景区Jiulongxia Scenic Area",8:00-16:00,4.4,3.5,30,湖州
"南浔文园Nanxun Culture Park",8:00-16:30,4.5,2,20,湖州
"飞英塔Feiying Tower",08:00-19:30,4.6,1,10,湖州
"中国湖笔博物馆Museum Art China Hubi",08:30-16:30,4.4,1.5,18,湖州
"莲花庄Lotus Village",08:00-18:00,4.5,2,5,湖州
"观日台Sun Observation Platform",8:00-17:00,3.9,2,0,湖州
"大唐贡茶院Datang Gong Tea House",8:00-16:30,4.4,2,55,湖州
"长兴八都岕景区Changxing Badujie",8:00-16:30,3.8,3,66,湖州
"天下银坑景区Tianxia Yinkeng Scenic Area",7:00-17:00,3.5,3,40,湖州
"仙山湖风景区Xianshan Lake Scenic Area",8:30-16:00,4.4,2.5,2,湖州
"尚书休闲村落Shangshu Leisure Village",7:30-16:30,3.9,72,60,湖州
"中南欢乐世界",7:30-17:30,5,4,100,湖州
"中国安吉生态博物馆Anji Ecology Museum",8:30-16:00,4.6,2.5,2,湖州
"天荒坪抽水蓄能电站",9:00-17:00,4,4,30,湖州
"芙蓉镇Furong Town",8:00-19:00,4.1,12,74.8,湘西
"矮寨悬崖栈道Cliff Hanging Glass Road",8:30-17:30,4.5,1.5,78,湘西
"老司城Laosicheng Village",8:00-18:00,4.3,2.5,98,湘西
"奇梁洞Qiliang Cave",08:00-17:30,4.5,1,95,湘西
"飞水谷Feisui Valley",08:00-17:30,4.3,2.5,7,湘西
"凤凰原生态民俗桃花岛篝火晚会Bonfire Party of Fenghuang Original Ecological Folk Peach Blossom Island",19:00-21:30,4,2,128,湘西
"苗人谷Miaoren Valley",8:00-17:30,3.3,1.5,128,湘西
"沈从文故居Former residence of Shen Congwen",07:30-18:00,4.4,1,198,湘西
"杨家祠堂The Yang Family Temple",7:30-18:00,4.1,1,198,湘西
"崇德堂Chongde Hall",08:00-17:30,4.2,0.75,198,湘西
"凤凰古城博物馆Fenghuang Ancient City Museum",8:30-17:30,4.4,1.5,198,湘西
"湘西东门城楼East Gate Tower of Xiangxi",7:30-18:00,4.3,0.4,198,湘西
"万寿宫Wanshou Palace",8:00-17:30,4.1,1,6,湘西
"山江苗寨Shanjiang Miao Village",09:00-17:30,3.7,2,148,湘西
"矮寨大桥Aizhai Bridge",9:00-17:30,4.6,1,115,湘西
"陈斗南宅院Chen Dounan Old House",7:30-18:00,4.4,1,40,湘西
"红石林国家地质公园Red Stone Forest National Geological Park",08:00-18:00,4.4,2.5,86,湘西
"坐龙峡",8:00-18:00,4.7,3,138,湘西
"南华山神凤文化景区Nanhuashanshenfengwenhua Sceneic Area",7:30-17:00,4.3,2.5,59,湘西
"凤凰中华大熊猫苑",08:30-17:30,3.8,2.5,128,湘西
"特呈岛Techeng Island",08:30-10:00,4.2,3.5,120,湛江
"湖光岩Huguangyan",7:30-18:00,4.4,3,0.5,湛江
"南亚热带植物园Nanyaredai Botanical Garden",7:30-17:00,4.1,2.5,9,湛江
"德宝·枚陈花洲",09:00-18:00,2.5,2.5,35,湛江
"韭山洞Jiushan Cave",8:00-17:00,4.3,3,45,滁州
"狼巷迷谷Langxiangmi Valley",8:00-17:00,4.5,72,55,滁州
"明皇陵Fengyang Royal Mausoleum of the Ming Dynasty",9:00-18:00,4,3,45,滁州
"皇甫山Huangfu Mountain",8:00-17:00,4.3,3.5,39,滁州
"中国孙子兵法城China Sun Tzu's Art of War City",8:30-17:00,4,72,38,滨州
"鹤伴山Heban Mountain",7:00-18:00,4.5,3.5,30,滨州
"魏氏庄园Wei Family Manor",08:00-17:00,4.4,1.5,7,滨州
"范公祠Fangongci",7:00-18:00,4.5,1,10,滨州
"蝶恋谷",08:00-18:00,1,2.5,7,滨州
"鑫诚田园生态旅游区Xincheng Rural Eco-tourism Area",09:00-17:00,4.3,12,30,滨州
"博兴京博文化艺术博物馆Boxingjingbo Culture Art Museum",9:00-17:00,5,2.5,0,滨州
"漯河中州抗战纪念馆Tahe Zhongzhou Kangzhan Memorial Hall",09:00-11:30,4.5,2.5,0,漯河
"十里蓝山Ten Miles Blue Mountain",08:30-21:30,4,2.5,64.5,漳州
"龙美湾（抽象画廊）Longmeiwan (Abstract Gallery)",7:30-18:00,4.2,2.5,88,漳州
"火山岛地学博物馆Volcanic Island Geoscience Museum",8:15-18:00,3.6,1.5,198,漳州
"六鳌翡翠湾Liuao Emerald Bay",9:30-18:00,3.8,3.5,99,漳州
"长泰古山重Changtai Ancient Mountain Scenic Area",8:30-17:00,3.5,2.5,680,漳州
"怀远楼Huaiyuan Building",9:00-22:00,4.5,1.5,5,漳州
"和贵楼Hegui Building",8:00-18:00,4.5,1.5,5,漳州
"东山风动石景区Dongshan  Fengdong Rock Scenic Area",7:00-18:00,4.4,3.5,42,漳州
"天福茶博物院Tenfu Tea Museum Scenic Area",8:00-17:30,4.5,1.5,23,漳州
"云洞岩Yundong Cave",08:00-18:00,4.6,2,6,漳州
"平和县三平风景区Pinghe County Sanping Scenic Area",08:30-18:00,4.6,72,9,漳州
"沂蒙山旅游区沂山景区Mt Yimeng Tourist Area",07:30-17:00,4.4,72,40,潍坊
"浮烟山文旅公园Fuyanshan Forest Park",8:00-17:30,3.7,12,6,潍坊
"黄花溪Huanghua Creek",08:00-17:30,4.6,2.5,90,潍坊
"潍坊风筝博物馆Weifang Kite Museum",08:00-18:00,4.5,1.5,0,潍坊
"杨家埠民间艺术大观园Yangjiabu Folk Art Grand View Garden",8:00-17:30,4.2,2.5,40,潍坊
"云门山风景区Yunmenshan Scenic Spot",8:00-17:30,4.6,3.5,1,潍坊
"老龙湾Laolongwan Scenic Resort",8:00-17:00,4.4,1,34.7,潍坊
"金宝乐园Jinbao Paradise",8:00-17:00,4.5,3.5,46,潍坊
"寿光蔬菜高科技示范园Shouguang Vegetable Hi-Tech Demonstration Park",08:00-17:00,4.2,2.5,30,潍坊
"山东安丘青云山民俗游乐园Qingyun Mountain Folk-custom Amusement Park",7:30-18:00,4.4,4.5,1,潍坊
"驼山Camel Mountain",7:00-17:00,4.4,1.5,80,潍坊
"石门坊Shimen Lane",7:30-18:00,4.4,12,15,潍坊
"临朐红叶小镇樱花谷",08:30-16:30,4,2.5,35,潍坊
"潮州古城Chaozhou Ancient City",9:00-17:00,4.5,4,1418,潮州
"开元寺Kaiyuan Temple",10:00-17:00,4.6,1.5,68,潮州
"凤凰洲公园Fenghuangzhou Park (Northwest Gate)",8:30-18:00,4.1,1,8,潮州
"许驸马府Chaozhou Xu Consort House",08:00-17:00,4.2,1,7,潮州
"西湖石坊",6:30-21:00,5,0.75,7,潮州
"永庆寺Yongqing Temple",08:00-17:30,4.2,1.5,5,澄迈
"富力红树湾湿地公园Chengmai R & F Mangrove Wetland Park",8:30-18:00,4.3,12,40,澄迈
"戚城文物景区Qicheng Cultural Heritage Scenic Area",8:00-18:00,4.5,1.5,20,濮阳
"东北庄野生动物园Dongbeizhuang Yesheng Zoo",8:30-17:00,3.8,2.5,75,濮阳
"长岛Changdao",06:30-17:10,4.5,108,40,烟台
"蓬莱阁Penglai Pavilion",07:30-17:00,4.5,4.5,100,烟台
"蓬莱海洋极地世界Polar Ocean World",08:00-18:00,4.4,3.5,140,烟台
"九丈崖Jiuzhang Cliff",6:30-18:00,4.6,1.5,128,烟台
"月牙湾公园Yueyawan Park",7:30-17:30,4,1.5,128,烟台
"三仙山风景区Sanxian Mountain Scenic Area",7:00-17:00,4.5,2.5,99.7,烟台
"林海烽山Linhai Fengshan",7:30-18:00,4.5,4,2,烟台
"万鸟岛Wanniao Island",8:00-17:00,4.5,3.75,2,烟台
"牟氏庄园Xixia Mushi Manor",08:00-17:30,4.5,2.5,58,烟台
"戚继光纪念馆qijiguang Memorial Hall",8:00-16:30,4.5,1.5,5,烟台
"戚继光故里Qi Jiguang Home",9:00-17:00,4.4,1.5,25,烟台
"龙口南山旅游景区Nanshan Tourist Area",7:30-17:00,4.6,3.5,55,烟台
"东炮台海滨风景区Dongpaotai Haibin Sceneic Area",8:00-17:30,4.6,2,75,烟台
"崆峒岛Yantai Kongdong Island",9:30-9:00,3.8,2.5,7,烟台
"塔山旅游风景区Tashan Tourism Scenic Area",8:30-17:00,4,72,29.9,烟台
"淘金小镇Gold Rush Town",8:00-17:00,4.2,2.5,23,烟台
"大基山Daji Mountain",8:00-17:00,4.6,5,5,烟台
"罗山国家森林公园Luoshan National Forest Park",8:00-17:00,4.4,2.5,43,烟台
"神农山Shennong Mountain",8:00-18:00,4.3,72,55,焦作
"青龙峡Qinglong Gorge",07:00-16:30,4.3,2.5,1,焦作
"青天河Qingtian River",8:30-17:00,4.4,12,20,焦作
"嘉应观Jiayingguan",8:30-17:30,4.3,1.5,35,焦作
"绥芬河国门景区Suifenhe National Gate",7:00-18:00,4.4,1.5,5,牡丹江
"柴河小九寨水上乐园",7:00-17:00,3.8,2.5,30,牡丹江
"黑宝熊乐园Heibaoxiong Amusement Park",08:00-17:00,4.3,2.5,35,牡丹江
"马骏纪念馆Majun Memorial Hall",9:00-16:30,4.5,1,10,牡丹江
"云天文化城Yuntian Cultural Town",8:30-17:30,4.1,2.5,160,玉林
"铜石岭Tongshi Ridge",09:00-18:00,3.9,12,99,玉林
"真武阁Zhenwu Tower",8:00-17:30,4.3,2.5,57,玉林
"都峤山风景区Doujiao Mountain Scenic Area (Qingshou Cliff)",09:00-17:00,3.9,3,13,玉林
"大容山森林公园Darong Mountain Forest Park",8:00-17:00,4.2,108,58,玉林
"勾漏洞Gou Lou Hole",8:30-17:00,3.7,1.5,5,玉林
"龙珠湖Longzhu Lake",9:00-18:00,3.3,1.5,27,玉林
"禄充风景区Luchong Scenic Area",8:00-17:00,4.2,3.5,9,玉溪
"玉溪映月潭休闲文化中心Yuxi Yingyuetan Leisure Culture Center",12:00-24:00,4.6,72,120,玉溪
"圆明新园New Yuanming Palace",09:00-17:30,4.2,2.5,58,珠海
"九洲岛Jiuzhou Island",8:30-17:30,4.2,12,7,珠海
"梅溪牌坊Meixi Archway",9:00-17:30,4.3,2,32.5,珠海
"金台寺Jintai Temple",7:30-17:30,4.4,2.5,1,珠海
"珠海一棵树休闲农庄Yikeshu Leisure Farm",8:00-22:00,4,2.5,0,珠海
"鳄鱼岛Crocodile Island",08:00-17:30,3.7,2.5,1,珠海
"石博园Shiboyuan",9:00-17:30,4.1,1,38,珠海
"黄杨山Huangyang Mountain",8:30-17:30,4.6,3.5,1,珠海
"玉带滩Yudai Beach",8:00-16:00,4.3,1,12500,琼海
"博鳌亚洲论坛成立会址Venue of the Boao Forum for Asia",8:00-18:00,4.2,2.5,23,琼海
"白石岭Baishi Ridge",8:30-17:30,4.6,3,30,琼海
"博鳌东方文化苑Bo'ao Oriental Culture Courtyard",8:00-18:00,4.3,3.5,200,琼海
"多河文化谷旅游区Duohe Culture Valley Tourist Area",8:00-17:00,4.2,12,24.6,琼海
"海的故事一条街Sea Story",09:00-01:00,4.5,2.5,0,琼海
"琼海市博物馆Qionghaishi Museum",8:30-17:30,4,1.5,0,琼海
"龙寿洋万亩田野公园Longshou Yangwanmu Field Park",09:00-17:00,3.7,2.5,37,琼海
"墨石公园景区MOSHI PARK SCENIC AREA",09:00-17:00,4.3,3.5,6,甘孜
"泸定桥Luding Bridge",07:00-20:00,4.5,1,10,甘孜
"塔公寺Tagong Temple",8:00-18:00,4.6,1.5,2,甘孜
"冲古寺Chonggu Temple",8:30-18:00,4.6,1.5,2,甘孜
"珍珠海Pearl Sea",7:00-19:00,4.6,2,150,甘孜
"贡嘎山Mount Gongga",8:00-18:00,4.7,72,0,甘孜
"夏诺多吉Shano Dorje",7:00-18:30,4.6,12,4,甘孜
"卓木拉措",7:00-18:30,3.8,1,4,甘孜
"稻城兔儿山",8:00-18:00,4.2,0.5,0,甘孜
"伍须海Wuxuhai Scenic Area",9:00-16:00,4.8,2.5,2,甘孜
"甲居藏寨Jiaju Tibetan Village",9:00-16:00,4.4,2.5,6,甘孜
"燕子沟风景区Yanzi Trench Scenic Area",8:00-14:00,4.2,72,100,甘孜
"青蛙海Frog Lake",07:00-18:30,4.5,3.5,150,甘孜
"康定红海草原",7:30-18:30,4.7,2,195,甘孜
"跑马山Paoma Mountain",7:00-17:30,3.9,2.5,5,甘孜
"向海自然保护区Xianghai Nature Reserve",07:30-17:00,4.6,3.5,9,白城
"东沟湿地狩猎场Donggou Wetland Hunting",6:00-21:30,4.3,4.5,45,白城
"长白山西坡景区West Slope of Changbai Mountain Scenic Area",08:30-12:30,4.5,72,70,白山
"鸭绿江Yalu River",8:00-16:00,4.5,0.5,1,白山
"长白山大峡谷",6:00-17:00,4.3,1,2,白山
"长白山南坡景区Changbai Mountain South Slope Sceneic Area",09:30-11:30,4.7,72,105,白山
"大敦煌影视城",8:00-20:00,4,2,40,白银
"鹅泉Goose Spring",07:00-19:30,4.6,2.5,38,百色
"通灵大峡谷Tongling Grand Canyon",08:00-17:00,4.5,3,99,百色
"凌云茶山金字塔Tea Mountain Pyramid, Lingyun",8:00-17:00,4,1,9,百色
"凤鼎天下景区",09:30-19:00,3,12,40,百色
"百色大王岭漂流景区Baise Daiwangling Drifting Sceneic Area",10:00-16:00,4.2,2.5,180,百色
"广西靖西市旧州古镇Jiuzhou Ancient Town, Jingxi City, Guangxi",7:00-19:30,3.7,12,48,百色
"那温村Nawen Village",8:00-18:00,3,12,60,百色
"桃花江竹海风景区Taohuajiang Bamboo Sea",8:30-17:30,4.2,3.5,45,益阳
"龙泉洞Longquan Cave",8:00-17:00,4.6,1.5,100,益阳
"天意木国Tianyi Wood Kingdom",09:00-17:00,4.8,12,83,益阳
"鼎翔生态旅游度假区Dingxiang Ecotourism Resort",08:30-16:30,4.2,4.5,98,盘锦
"湖滨公园Hubin Park",8:00-18:00,4.6,3,8,盘锦
"金球1948生态农场Jinqiu 1948 Ecology Farm",8:30-16:30,5,12,38,盘锦
"含章湖旅游度假区Zhang Lake Resort",9:00-16:30,4,2.5,35,盘锦
"绕阳湖水利风景区Raoyang Lake Water Conservancy Scenic Area",08:00-18:00,4.6,2.5,0,盘锦
"瓦屋山风景区Wawushan Mountain Area",08:00-17:00,4.3,4,10,眉山
"眉山三苏祠博物馆Three-Su Temple Museum",9:00-18:00,4.6,2,40,眉山
"老峨山Lao'e Mountain",08:00-17:30,4.4,12,38,眉山
"彭祖山景区PengZuShan Scenic Area",09:00-18:00,4.6,2.5,30,眉山
"中国竹艺城China Bamboo Art City",8:00-18:00,4.1,12,5,眉山
"稻香湾梦幻田园",09:00-17:00,1,2.5,28,眉山
"沙湖生态旅游区Shahu Lake",08:00-18:30,4.5,72,198,石嘴山
"万亩荷花苑Ten Thousand Mu of Lotus Garden",8:00-17:00,4.4,1.5,30,石嘴山
"驼梁风景区Tuoliang Scenic Area",06:00-15:00,4.6,72,65,石家庄
"抱犊寨Baoduzhai",8:30-17:30,4.4,3.5,39,石家庄
"赵州桥Zhaozhou Bridge",9:00-17:00,4.3,3,9,石家庄
"隆兴寺Longxing Temple",08:30-18:00,4.7,2.5,45,石家庄
"西柏坡中共中央旧址Former Site of the Central Committee of the Communist Party of China in Xibaipo",9:00-17:00,4.6,4,0.49,石家庄
"广惠寺华塔Hua Pagoda of Guanghui Temple",8:00-18:00,4.6,1.5,15,石家庄
"清凉山Qingliang Mountain Ski Area",09:00-16:00,4.5,2,100,石家庄
"苍岩山风景区Mt Cangyan Scenic Area",9:00-17:00,4.3,2.75,6,石家庄
"联邦空中花园Sky Gardens",8:00-22:00,4,3,30,石家庄
"仙台山Xiantai Mountain",07:30-17:30,4,3,40,石家庄
"沕沕水生态风景区Wuwushui Ecological Scenic Area",08:30-17:30,4.4,5,39.9,石家庄
"五岳寨风景区Wuyue Village",08:00-17:00,4.5,12,11,石家庄
"藤龙山风景区Tenglong Mountain",8:30-18:00,4.3,2.5,19.5,石家庄
"蟠龙湖Panlonghu",08:00-17:00,4.1,3,100,石家庄
"东方巨龟苑Oriental Giant Turtle Garden",8:00-18:00,4.3,3.5,45,石家庄
"天桥山·银河洞风景区Yinhedong Sceneic Area",8:00-17:00,4.3,3.5,49.9,石家庄
"大九湖国家湿地公园Dajiuhu National Wetland Park",06:00-20:00,4.5,4,100,神农架
"神农架风景区Shennongjia",08:00-17:30,4.6,144,60,神农架
"香溪源Xiang Xi Yuan",08:00-18:00,4.7,2.5,30,神农架
"板壁岩Banbi Rock",7:30-17:30,4.6,1.5,2,神农架
"古犀牛洞Ancient Rhino Hole",9:00-18:00,4.2,1.5,60,神农架
"鹿苑Deer Park",5:30-20:30,3.3,1.5,10,神农架
"神农架猕猴乐园Taihe Mountain",08:30-16:00,3,12,55,神农架
"神农天池景区",08:00-17:30,4.8,12,8.8,神农架
"小龙潭野考站Xiaolongtan Field Investigation",8:00-17:00,4.1,1,2019,神农架
"燕子洞Swallow Cave",8:00-17:30,4.2,1,60,神农架
"金猴岭Jinhou Mountain",7:00-18:00,4.6,1.5,2,神农架
"福州国家森林公园Fuzhou National Forest Park",08:00-16:30,4.6,2.5,1.6,福州
"飞云峡Feiyun Gorge",8:00-17:00,3.7,3.5,38,福州
"林则徐纪念馆Lin Zexu Memorial Hall",8:30-17:00,4.7,1.25,279,福州
"福州云顶Fuzhou Yunding",8:00-17:00,4.5,108,144.8,福州
"西禅寺Xichan Temple",7:00-18:00,4.6,1.5,8,福州
"云顶天池Genting Tianchi",8:30-17:00,4.4,2,178,福州
"灵石山国家森林公园Lingshi (Spirit Rock) Mountain National Forest Park",7:30-18:30,4.1,3.5,15,福州
"郎官巷Fuzhou Langguan Trail",8:30-17:00,4.6,1,0,福州
"福州动物园Fuzhou Zoo",08:00-18:00,4.4,4,60,福州
"福州文庙Confucian Temple of Fuzhou",8:30-17:00,4.3,1,12,福州
"福州儿童公园Fuzhou Children‘s Park",06:00-22:00,4.5,12,0,福州
"仙人井Xianrenjing",8:00-17:00,4.3,0.75,21,福州
"左海公园Zuohai Park",8:30-17:00,4.4,2.5,90,福州
"青云山Qingyun Mountain",8:00-16:30,4.5,72,32,福州
"安民巷Anmin Alley",8:30-17:00,4.3,1,120,福州
"鸽子窝公园Pigeon Nest Park",05:40-18:30,4.5,2.5,23,秦皇岛
"南戴河仙螺岛South Daihe Xianluodao",08:00-17:30,4.1,4,45,秦皇岛
"天下第一关The First Pass Under Heaven",08:00-17:00,4.5,2.5,200,秦皇岛
"新澳海底世界Xin'ao Marine World",09:10-16:30,3.7,3,49,秦皇岛
"秦皇岛野生动物园Qinhuangdao Wildlife Park",08:30-16:30,4.4,5,45,秦皇岛
"碧螺塔Biluo Tower",04:00-00:00,4.3,1.5,30,秦皇岛
"老虎石海上公园Tiger Stone Marine Park",8:00-18:00,4.4,3,128,秦皇岛
"圣蓝海洋公园Blue Ocean Park",9:00-18:00,4,3.5,6,秦皇岛
"老龙头Lao Longtou",08:00-17:00,4.6,2.5,50,秦皇岛
"秦皇求仙入海处Site Emperor Qing Begging Immortality",7:30-17:30,4.4,2.5,33,秦皇岛
"孟姜女庙Meng Jiangnu Temple",07:30-18:00,4.2,1.5,24.3,秦皇岛
"角山长城Cape Mountain",08:00-16:30,4.7,5,30,秦皇岛
"山海关王家大院Wang Courtyard",07:30-18:00,4.5,2.5,120,秦皇岛
"联峰山Lianfeng Mountain",05:30-17:00,4.6,3,25,秦皇岛
"祖山风景区Zushan Scenic Area",08:00-21:30,4.6,108,117,秦皇岛
"长寿山Changshou Mountain",08:00-16:30,4.6,2.5,110,秦皇岛
"秦皇岛鸟类博物馆Qinhuangdao Bird Museum",8:30-11:30,4.2,1,0,秦皇岛
"东风韵景区Dongfengyun Sceneic Area",08:00-18:00,4.3,3.5,60,红河
"可邑小镇Keyi Village",8:00-16:30,4.1,2,34.1,红河
"元阳哈尼梯田Honghe Hani Rice Terraces",06:00-19:30,4.6,108,65,红河
"蚁工坊Ant House",09:00-20:00,3.9,1.5,10,红河
"南洞名胜风景保护区Nandong Scenic Spot Protection Area",8:00-18:00,3.9,2,35,红河
"朱家花园Zhu Family Garden",8:00-22:00,4.6,1.5,32,红河
"阿庐古洞国家地质公园Alu Ancient Cave National Geological Park",8:00-18:00,4.5,12,85,红河
"朝阳楼Chaoyang Tower",08:00-21:30,4.3,2,14,红河
"多依树梯田Duoyishu Terraced Field",6:00-20:00,4.5,2.5,65,红河
"建水燕子洞Swallow Cave in Jianshui",9:00-17:00,4.5,3.5,52,红河
"团山村Tuanshan Village",8:00-18:00,4.3,2.5,33,红河
"建水团山村",8:00-18:00,4,2.5,50,红河
"焕文公园Huanwen Park",8:00-18:00,4.7,3,5,红河
"安昌古镇Anchang Ancient Town",8:00-17:00,4.5,12,40,绍兴
"沈园Shen Garden",8:00-17:00,4.5,2,70,绍兴
"会稽山兜率天景区",8:30-16:30,4.4,2.75,90,绍兴
"兰亭Orchid Pavilion (Lanting)",08:00-17:00,4.6,2,35,绍兴
"会稽山风景区Mount Huiji Scenic Area",8:00-16:30,4.3,3,55,绍兴
"南山湖风景名胜区Nanshanhu Places of Interest",7:30-18:00,3.9,3.5,1,绍兴
"绍兴古城Shaoxing Ancient City",8:30-17:00,4.6,2.5,35,绍兴
"秋瑾故居Qiujin Former Residence",8:30-17:00,4.6,1.05,0,绍兴
"吼山Hou Mountain",8:00-17:00,4.7,2,40,绍兴
"环城河",9:00-21:00,2.5,2,70,绍兴
"戒珠讲寺Jiezhu Temple",08:30-16:00,4,0.5,5,绍兴
